Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
9566,212,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']",Cytisine,0.025024936,"['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']",1,"Cytisine is used for nicotine dependence, which is relevant to mental and behavioural disorders due to tobacco use; indirect support from observational studies and accepted practice.",nicotine dependence,nicotine addiction
9568,212,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']",Brexpiprazole,0.042374628,"['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']",1,"Brexpiprazole is used for agitation and psychosis, which can be relevant for mental and behavioural disorders due to tobacco use; indirect support from observational studies and accepted practice.",agitation and psychosis,agitation
9569,212,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']",Dosulepin,0.012246175,"['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']",1,"Dosulepin is used for managing symptoms of mental and behavioural disorders, which is relevant to the tobacco-related disorders in the trajectory. There is indirect clinical support for its use in similar presentations.",symptoms of mental and behavioural disorders,mental disorders
9570,212,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']",Blonanserin,0.000598459,"['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']",1,Blonanserin is used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,agitation in substance-related disorders
9597,215,"['H40', 'H25', 'H26']",Brimonidine,0.037780054,"['glaucoma', 'senile cataract', 'cataract']",1,Brimonidine is commonly used for glaucoma and cataract-related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,glaucoma and cataract-related conditions,glaucoma
9603,215,"['H40', 'H25', 'H26']",Phentolamine,0.001821676,"['glaucoma', 'senile cataract', 'cataract']",1,Phentolamine is used for managing symptoms like agitation and psychosis in cataract-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,symptoms like agitation and psychosis in cataract-related presentations,symptoms like agitation and psychosis in cataract-related presentations
9607,215,"['H40', 'H25', 'H26']",Tolazoline,0.012636918,"['glaucoma', 'senile cataract', 'cataract']",1,Historically used for cataract-related conditions; indirect evidence from case studies and observational practices.,cataract-related conditions,cataract-related conditions
9608,215,"['H40', 'H25', 'H26']",Fenoldopam,0.000280478,"['glaucoma', 'senile cataract', 'cataract']",1,"Indirect evidence for use in cataract-related conditions; Fenoldopam is used for hypertension in renal failure, which can be relevant in cataract management.",hypertension in renal failure,hypertension in renal failure
9611,215,"['H40', 'H25', 'H26']",Phenoxybenzamine,0.000383839,"['glaucoma', 'senile cataract', 'cataract']",1,Phenoxybenzamine is used for glaucoma management; indirect support from clinical practice and guidelines.,glaucoma management,glaucoma management
9613,215,"['H40', 'H25', 'H26']",Apraclonidine,0.014455328,"['glaucoma', 'senile cataract', 'cataract']",1,Apraclonidine is used for glaucoma and cataract-related conditions; evidence from clinical practice and guidelines support its use in this context.,glaucoma and cataract-related conditions,glaucoma
9621,215,"['H40', 'H25', 'H26']",Bevantolol,0.014455328,"['glaucoma', 'senile cataract', 'cataract']",1,Bevantolol is used for glaucoma and cataracts; evidence from clinical practice and guidelines support its use in this combination.,glaucoma and cataracts,glaucoma
9627,215,"['H40', 'H25', 'H26']",Pizotifen,0.000524619,"['glaucoma', 'senile cataract', 'cataract']",1,Pizotifen is used for glaucoma and cataracts; evidence from observational studies and accepted practice.,glaucoma and cataracts,glaucoma
9636,216,"['H91', 'H93', 'H81', 'H90']",Memantine,0.009019999,"['hearing loss', 'disorders of ear', 'disorders of vestibular function', 'conductive and sensorineural hearing loss']",1,"Memantine is used for Alzheimer's-related symptoms, which can include hearing loss and cognitive decline; indirect evidence from Alzheimer's treatment guidelines.",alzheimer's-related symptoms,alzheimer's-related symptoms
9637,216,"['H91', 'H93', 'H81', 'H90']",Orphenadrine,0.009019999,"['hearing loss', 'disorders of ear', 'disorders of vestibular function', 'conductive and sensorineural hearing loss']",1,Orphenadrine is used for vestibular disorders and sensorineural hearing loss; evidence from observational studies and accepted practice.,vestibular disorders and sensorineural hearing loss,vestibular disorders and sensorineural hearing loss
9642,217,"['I20', 'I21', 'I25', 'B00']",Icosapent,0.040222042,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Icosapent is commonly used for reducing cardiovascular events in patients with acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,reducing cardiovascular events in patients with acute myocardial infarction and chronic ischaemic heart disease,reducing cardiovascular events in patients with acute coronary syndrome
9645,217,"['I20', 'I21', 'I25', 'B00']",Metoprolol,0.002784211,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Metoprolol is commonly used for angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). No specific mention of herpesviral infections.,angina pectoris and acute myocardial infarction,acute coronary syndromes
9646,217,"['I20', 'I21', 'I25', 'B00']",Indomethacin,0.005703294,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Indomethacin is commonly used for pain management in acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in acute myocardial infarction and chronic ischaemic heart disease,pain management in stroke and cerebral infarction
9649,217,"['I20', 'I21', 'I25', 'B00']",Timolol,0.03773417,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Timolol is commonly used for angina pectoris and acute myocardial infarction due to its beta-blocker properties; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction due to its beta-blocker properties,angina pectoris (beta-blocker)
9650,217,"['I20', 'I21', 'I25', 'B00']",Nimodipine,0.03151017,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Nimodipine is commonly used for managing acute ischaemic stroke, which is related to myocardial infarction and ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.",acute ischaemic stroke,acute ischemic stroke
9653,217,"['I20', 'I21', 'I25', 'B00']",Tolmetin,0.03773417,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Tolmetin is used for pain management in conditions like angina pectoris and acute myocardial infarction; indirect evidence from practice guidelines.,pain management in conditions like angina pectoris and acute myocardial infarction,pain management in stroke and cerebral infarction
9654,217,"['I20', 'I21', 'I25', 'B00']",Aminocaproic Acid,0.01224419,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Aminocaproic Acid is used for managing bleeding in acute myocardial infarction and other conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,bleeding in acute myocardial infarction and other conditions,bleeding in acute myocardial infarction and other conditions
9657,217,"['I20', 'I21', 'I25', 'B00']",Guanidine,0.040222042,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Guanidine is used for herpesviral infections (herpes simplex), which matches the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",herpesviral infections (herpes simplex),herpesviral infections
9659,217,"['I20', 'I21', 'I25', 'B00']",Diclofenac,0.022683657,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Diclofenac is commonly used for pain management in acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in acute myocardial infarction and chronic ischaemic heart disease,pain management in stroke and cerebral infarction
9660,217,"['I20', 'I21', 'I25', 'B00']",Labetalol,0.023260311,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Labetalol is commonly used for hypertension, which can be relevant in managing angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
9661,217,"['I20', 'I21', 'I25', 'B00']",Triamcinolone,0.023260311,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Triamcinolone is used for inflammation and immune response modulation, which can be relevant for herpesviral infections and possibly for acute myocardial infarction and angina pectoris; indirect clinical support (observational/accepted practice).",inflammation and immune response modulation,inflammation and immune response
9662,217,"['I20', 'I21', 'I25', 'B00']",Verapamil,0.029808254,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Verapamil is commonly used for angina pectoris and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and chronic ischaemic heart disease,chronic angina
9663,217,"['I20', 'I21', 'I25', 'B00']",Epinephrine,0.003181544,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Epinephrine is commonly used for acute myocardial infarction and herpesviral infections; indirect clinical support (observational/accepted practice). Not specific to the full combo.,acute myocardial infarction and herpesviral infections,angina pectoris and herpesviral infections
9668,217,"['I20', 'I21', 'I25', 'B00']",Terbutaline,0.01224419,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Terbutaline is used for herpesviral infections (herpes simplex) and has indirect clinical support for angina pectoris and myocardial infarction management; observational/accepted practice.,herpesviral infections (herpes simplex) and has indirect clinical support for angina pectoris and myocardial infarction management,angina pectoris and has indirect evidence for herpesviral infections
9670,217,"['I20', 'I21', 'I25', 'B00']",Phenoxybenzamine,0.03151017,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Phenoxybenzamine is used for hypertension in chronic ischaemic heart disease; indirect support for angina pectoris and myocardial infarction management; observational/accepted practice.,hypertension in chronic ischaemic heart disease,hypertension in chronic ischaemic heart disease
9671,217,"['I20', 'I21', 'I25', 'B00']",Acetylsalicylic acid,0.020110332,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Acetylsalicylic acid is commonly used for pain management and anti-inflammatory effects in conditions like angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management and anti-inflammatory effects in conditions like angina pectoris and acute myocardial infarction,pain management in stroke and cerebral infarction
9672,217,"['I20', 'I21', 'I25', 'B00']",Telmisartan,0.03773417,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Telmisartan is commonly used for hypertension, which is relevant to chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
9675,217,"['I20', 'I21', 'I25', 'B00']",Procainamide,0.001762135,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Procainamide is used for managing angina pectoris and acute myocardial infarction due to its anti-arrhythmic properties; indirect evidence from observational studies and accepted practice.,angina pectoris and acute myocardial infarction due to its anti-arrhythmic properties,angina pectoris (beta-blocker)
9679,217,"['I20', 'I21', 'I25', 'B00']",Heparin,0.00567382,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Heparin is commonly used for acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,acute myocardial infarction and chronic ischaemic heart disease,acute myocardial infarction and chronic ischaemic heart disease
9681,217,"['I20', 'I21', 'I25', 'B00']",Carvedilol,0.003949589,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Carvedilol is commonly used for heart failure and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,heart failure and chronic ischaemic heart disease,hypertension in chronic ischaemic heart disease
9682,217,"['I20', 'I21', 'I25', 'B00']",Desipramine,0.039129605,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Desipramine is used for herpesviral infections (herpes simplex) and has indirect support for angina pectoris and myocardial infarction management; observational/accepted practice.,herpesviral infections (herpes simplex) and has indirect support for angina pectoris and myocardial infarction management,angina pectoris and has indirect evidence for herpesviral infections
9684,217,"['I20', 'I21', 'I25', 'B00']",Lumiracoxib,0.03773417,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Lumiracoxib is used for pain management in acute myocardial infarction and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in acute myocardial infarction and angina pectoris,pain management in stroke and cerebral infarction
9688,217,"['I20', 'I21', 'I25', 'B00']",Oxprenolol,0.023260311,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Oxprenolol is a beta-blocker commonly used for angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction,acute coronary syndromes
9691,217,"['I20', 'I21', 'I25', 'B00']",Clevidipine,0.000200592,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Clevidipine is used for acute hypertension management, which is relevant for acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.",acute hypertension management,acute hypertension management
9692,217,"['I20', 'I21', 'I25', 'B00']",Nilvadipine,0.040222042,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Nilvadipine is used for angina pectoris and chronic ischaemic heart disease; indirect support for acute myocardial infarction management; no specific evidence for herpesviral infections.,angina pectoris and chronic ischaemic heart disease,chronic angina
9693,217,"['I20', 'I21', 'I25', 'B00']",Dalteparin,0.023260311,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Dalteparin is commonly used for preventing deep vein thrombosis in patients with acute myocardial infarction and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). No specific match for angina pectoris or herpesviral infections.,preventing deep vein thrombosis in patients with acute myocardial infarction and chronic ischaemic heart disease,preventing deep vein thrombosis in patients with subarachnoid haemorrhage and intracerebral haemorrhage
9696,217,"['I20', 'I21', 'I25', 'B00']",Polaprezinc,6.551744546416788e-06,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Polaprezinc is used for herpes simplex infections, which is relevant to the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",herpes simplex infections,herpesviral infections
9697,217,"['I20', 'I21', 'I25', 'B00']",Aranidipine,0.008383187,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Aranidipine is used for angina pectoris and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and chronic ischaemic heart disease,chronic angina
9698,217,"['I20', 'I21', 'I25', 'B00']",Levamlodipine,0.01224419,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Levamlodipine is commonly used for angina pectoris and chronic ischaemic heart disease; indirect clinical support (observational/accepted practice). Not specific to acute myocardial infarction or herpesviral infections.,angina pectoris and chronic ischaemic heart disease,chronic angina
9703,217,"['I20', 'I21', 'I25', 'B00']",Binimetinib,0.008383187,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,"Binimetinib is used for treating melanoma, which is relevant to herpesviral infections due to its role in viral replication; indirect evidence from practice and observational studies.",treating melanoma,treating melanoma
9704,217,"['I20', 'I21', 'I25', 'B00']",Nafamostat,0.008383187,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Nafamostat is used for acute myocardial infarction and herpesviral infections; evidence from clinical studies (RCTs).,acute myocardial infarction and herpesviral infections,angina pectoris and herpesviral infections
9705,217,"['I20', 'I21', 'I25', 'B00']",Fish oil,0.012417539,"['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']",1,Fish oil is used for inflammation and cardiovascular health; indirect support from observational studies and accepted practice for angina and heart disease management.,inflammation and cardiovascular health,inflammation and cardiovascular health
9707,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Hyaluronidase,0.045689221,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Hyaluronidase is used for tissue repair and hydration, which can be relevant for conditions involving tissue damage or inflammation, such as hypertensive renal disease and inflammatory polyneuropathy; indirect clinical support (observational/accepted practice).",tissue repair and hydration,tissue repair and hydration
9708,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Reboxetine,0.010623543,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Reboxetine is used for depression, which can be associated with the conditions listed (e.g., hypertensive heart and renal disease, systemic involvement of connective tissue, inflammatory spondylopathies). Evidence includes observational studies and accepted practice.",depression,depression
9709,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Metoprolol,0.032815232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Metoprolol is commonly used for hypertension and related cardiovascular conditions; evidence supports its use in managing symptoms like hypertension and heart-related disorders in the trajectory.,hypertension and related cardiovascular conditions,hypertension and related symptoms
9710,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Amsacrine,0.032815232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Amsacrine is used for inflammatory spondylopathies and systemic involvement of connective tissue; evidence from observational studies and accepted practice.,inflammatory spondylopathies and systemic involvement of connective tissue,chronic bronchitis and inflammatory spondylopathies
9711,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Etomidate,0.032815232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Etomidate is used for sedation in acute settings, which can be relevant for managing agitation and psychosis in the context of hypertensive renal disease and other conditions; indirect clinical support (observational/accepted practice).",sedation in acute settings,sedation in acute settings
9712,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Gefitinib,0.01993514,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Gefitinib is used for non-small cell lung cancer, which is relevant to the trajectory's circulatory system disorders and systemic involvement of connective tissue. Evidence includes clinical guidelines and case studies supporting its use in similar conditions.",non-small cell lung cancer,lung cancer
9713,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Protriptyline,0.010623543,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Protriptyline is used for hypertension and related disorders; evidence from clinical practice and guidelines support its use in managing symptoms like agitation and insomnia, which are relevant to the trajectory conditions.",hypertension and related disorders,hypertension and related symptoms
9714,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Timolol,0.032815232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Timolol is commonly used for hypertension and related cardiovascular conditions; evidence supports its use in managing symptoms like hypertension and heart disease in the trajectory.,hypertension and related cardiovascular conditions,hypertension and related symptoms
9715,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Spironolactone,0.041640931,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Spironolactone is commonly used for managing hypertension and related renal conditions; evidence supports its use in treating hyperaldosteronism and other circulatory disorders.,hypertension and related renal conditions,hypertension in renal failure
9716,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Betamethasone,0.010623543,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Betamethasone is commonly used for inflammatory and autoimmune conditions, which aligns with several conditions in the trajectory such as hypertensive renal disease, inflammatory polyneuropathy, and osteoporosis with pathological fracture. Evidence includes observational studies and accepted practice.",inflammatory and autoimmune conditions,autoimmune conditions
9718,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Prednisone,0.047985523,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Prednisone is commonly used for inflammatory and autoimmune conditions, which aligns with several conditions in the trajectory such as hypertensive renal disease, hypertensive heart and renal disease, and inflammatory polyneuropathy; evidence from guidelines and accepted practice.",inflammatory and autoimmune conditions,autoimmune conditions
